CountryShortName,Year,IndicatorName,Value
Albania,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",38.0510078810361
Albania,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",35.8075437034677
Albania,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",33.8561956599548
Albania,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",33.1045668420508
Albania,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",32.0007879054484
Albania,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",26.9883922214048
Albania,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",34.6610774844261
Albania,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",31.4502395263347
Albania,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",29.8644654326726
Albania,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",67.7656443264769
Albania,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",63.4510274317832
Albania,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",56.8528576540774
Albania,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",29.7146364454408
Albania,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",27.6434837283154
Albania,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",22.9966619941226
Albania,2021.0,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",67.7656443264769
Albania,2022.0,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",63.4510274317832
Albania,2023.0,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",56.8528576540774
Albania,2021.0,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",44.2051775823821
Albania,2022.0,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",42.3111553852574
Albania,2023.0,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",40.5659305238566
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",5.39071944164567
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",4.8003231615093
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",4.68890834620429
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",27.1847062660378
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",27.0846173749024
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",25.2925528814941
Albania,2021.0,"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",23.5604667440948
Albania,2022.0,"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",21.1398720465258
Albania,2023.0,"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",16.2869271302208
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.0327535114696271
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.140527207461847
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.123212462535188
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",23.5277132326251
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",20.999344839064
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",16.1637146676856
Albania,2021.0,"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",56.1358924517782
Albania,2022.0,"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",53.0248125829375
Albania,2023.0,"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",46.2683883579192
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",5.42347295311529
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",4.94085036897115
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",4.81212080873948
Albania,2021.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",50.7124194986629
Albania,2022.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",48.0839622139664
Albania,2023.0,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",41.4562675491797
Albania,2021.0,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",11.6297518746987
Albania,2022.0,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",10.4262148488456
Albania,2023.0,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",10.5844692961582
Albania,2021.0,"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",11.6297518746987
Albania,2022.0,"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",10.4262148488456
Albania,2023.0,"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",10.5844692961582
Argentina,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",41.8378409626667
Argentina,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",40.2906640119447
Argentina,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",49.2682662159245
Argentina,2021.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",53.7106580535153
Argentina,2022.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",43.7897909307369
Argentina,2023.0,"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",52.2321351759524
