CountryShortName,Year,IndicatorName,Value
Albania,2021.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",37.3361077939816
Albania,2022.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",34.7994458918698
Albania,2023.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",32.9129001977738
Albania,2021.0,"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",33.1045668420508
Albania,2022.0,"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",32.0007879054484
Albania,2023.0,"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",26.9883922214048
Albania,2021.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",33.9461773973717
Albania,2022.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",30.4421417147368
Albania,2023.0,"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",28.9211699704916
Albania,2021.0,"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",67.0507442394224
Albania,2022.0,"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",62.4429296201853
Albania,2023.0,"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",55.9095621918964
Albania,2021.0,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",29.7146364454408
Albania,2022.0,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",27.6434837283154
Albania,2023.0,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",22.9966619941226
Albania,2021.0,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",67.0507442394224
Albania,2022.0,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",62.4429296201853
Albania,2023.0,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",55.9095621918964
Albania,2021.0,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",43.4701657966166
Albania,2022.0,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",41.2909325002427
Albania,2023.0,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",39.6164785126532
Albania,2021.0,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",5.31155700853682
Albania,2022.0,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",4.72402477388001
Albania,2023.0,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",4.50615402268062
