CountryShortName,Year,IndicatorName,Value
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",33.8327330302272
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",33.3749760552797
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",31.9659855455344
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",9.11280624049584
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",10.8277460619479
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",10.6151361419808
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",25.644040184493
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",23.8754904869977
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",22.4028871067313
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",34.7568464249889
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",34.7032365489456
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",33.0180232487121
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",0.924113394761684
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",1.32826049366596
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",1.0520377031777
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",33.8044755494429
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",33.352628964417
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",31.9517957804366
Albania,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",0.931588514386291
Albania,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",0.924652113688585
Albania,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",0.982270849606723
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.0282574807842822
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.0223470908627001
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.0141897650977939
Albania,2021.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",0.924113394761684
Albania,2022.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",1.32826049366596
Albania,2023.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",1.0520377031777
Albania,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",0.924113394761684
Albania,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",1.32826049366596
Albania,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",1.0520377031777
Albania,2021.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",1.85570190914797
Albania,2022.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",2.25291260735455
Albania,2023.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",2.03430855278442
Albania,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",1.85570190914797
Albania,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",2.25291260735455
Albania,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",2.03430855278442
Albania,2021.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",32.8728870350566
Albania,2022.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",32.4279768507284
Albania,2023.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",30.9695249308299
Albania,2021.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.0282574807842822
Albania,2022.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.0223470908627001
Albania,2023.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.0141897650977939
Albania,2021.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",32.9011445158409
Albania,2022.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",32.4503239415911
Albania,2023.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",30.9837146959277
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",27.4507723502673
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",24.0273868386621
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",20.50321046581
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",13.8404474587016
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",12.7647519076656
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",9.56063832279458
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",18.8772916320887
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",15.9239599544935
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",14.6845764118416
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",32.7177390907903
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",28.6887119150912
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",24.2452147346362
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",5.26696674052299
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",4.6613250764291
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",3.74200426882619
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",27.1354542526685
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",23.7260721063332
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",20.0070518527379
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",0.14711022534063
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",0.171332411148193
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",0.217738394761161
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.00647972555315645
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.0163760359415363
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.00630955295743788
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.00647972555315645
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.0163760359415363
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",0.00630955295743788
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",3.79109404012578
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",3.00010051502031
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",2.53213770232334
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.604523235840224
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.397003803427055
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",0.274439254378139
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",3.15146521035943
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",2.60309671159326
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",2.2576984479452
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.0807264011559927
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.229194767226912
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",0.260073941347686
Armenia,2021.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",1.55687444594629
Armenia,2022.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",1.5456360794211
Armenia,2023.0,"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",1.22190329050874
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",1.55687444594629
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",1.5456360794211
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",1.22190329050874
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",5.31934261769909
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",4.56211263038294
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",3.76035054578951
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",0.604523235840224
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",0.397003803427055
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",0.274439254378139
Armenia,2021.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",4.71481938185887
Armenia,2022.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",4.16510882695589
Armenia,2023.0,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",3.48591129141137
Armenia,2021.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",27.1354542526685
Armenia,2022.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",23.7260721063332
Armenia,2023.0,"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",20.0070518527379
Armenia,2021.0,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",0.14711022534063
Armenia,2022.0,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",0.171332411148193
Armenia,2023.0,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",0.217738394761161
Armenia,2021.0,"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",0.0468074585681822
Armenia,2022.0,"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",0.0
Armenia,2023.0,"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",0.0
Armenia,2021.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.0807264011559927
Armenia,2022.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.229194767226912
Armenia,2023.0,"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",0.260073941347686
Armenia,2021.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",27.3983964730912
Armenia,2022.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",24.1265992847083
Armenia,2023.0,"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",20.4848641888467
Australia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",43.8072963565151
Australia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",47.1717649480842
Australia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",44.3102530127227
Australia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",49.9997335350237
Australia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",51.5332629650794
Australia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",48.0227151177857
Australia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",49.9997335350237
Australia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",51.5332629650794
Australia,2023.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",48.0227151177857
Australia,2021.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",6.19243717850855
Australia,2022.0,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",4.36149801699517
